Kiểu tin nhắn,Nội dung tin nhắn,Mã người gửi,Tạo lúc
INBOX,"xin tư vấn !. Giá sp bao nhiều?. xin giá sản phẩm. Mình năm nay 38 tuổi, có gia đình và có một bé cũng đã lớn, muời mấy năm nay sức khỏe ổn định, khoảng 4 tháng trở lại đây mình bị viêm phụ khoa, cụ thể là ngứa, và ra khí hư như bả đậu, khô khan, ngại quan hệ vk ck, có khi quan hệ bị đau và rát, nói tóm lại bực bội và rất khó chịu. Mình có mua thuốc tây uống thì hết, nhưng sau đó lại bị tái lại. Vì thế rất mong được tư vấn !!!. Thì tình trạng như thế đó, nên mình mới quan tâm đến sản phẩm.. Sản phẩm này dùng có cái thiện và hết tình trạng bệnh không. Được thì chị đặt mua một hộp uống và một hộp rửa..... Alo. Alo. Vậy sản phẩm trên có phù hợp với bệnh này không ?. Vậy cách dùng và liều dùng như nào ạ. Mình muốn mua. Ship cho mình một hộp uống và một hộp rửa. Báo giá tổng luôn, và có đc kiểm tra trước khi thanh toán không?. Để mình tham khảo thêm chút đã, vì còn xem kinh phí thế nào ? Vì số tiền cũng không ít,. Phải uống đúng ba tháng mới hết bệnh à, và khi hết bệnh thì có phải uống nữa không hay ngừng uống. Mua 6 hộp đc tặng lọ vệ sinh phải không,. Mình bán đây là nhà thuốc à,. Đc, khu phố Phú nghị, phường Hòa lợi, tx bến cát, Bình Dương, đt 0933 357 462. Tên Trịnh bắc nam!!",7335872513123094,07/01/2024 12:13:55 - 08/01/2024 15:18:37
INBOX,.,7336763076407970,24/02/2024 11:17:10 - 24/02/2024 11:17:10
INBOX,ib minh,7337064476378280,11/04/2024 09:38:00 - 11/04/2024 09:38:00
COMMENT,Bảo nhiêu 1 hộp. bảo nhiêu 1  hộp. ở hiệu thuốc có bản không. ở hiệu thuốc có bản không shop. ở hiệu thuốc có bản không a. Phú Ninh Phú Thọ. Cảm ơn. Có để tý nhớ cháu lam. Uống một hớp đo ngay không ạ. uống 2 hộp cô đo không a. Uống 2 hộp có đo ngứa không a. Một thời gan doi nó cứ ngứa  2 mép a. Ở phu ninh ban ở hieu thuộc nào a. Có ban ở những hiệu thuốc lớn không a. Ở hieu thuốc lớn có bán không ạ. Ở phu ninh Phú tho a. Nhà thuốc giúp với ạ. Cảm on nhà thuốc a. Nếu mai đi mua không được thì về nhớ  nhà thuốc sịp a. Ok. Bao nhiêu 1 hộp a. Bi ngựa 2 bên mép uống 1 hộp có đo không a,7337304169651672,05/04/2024 20:57:34 - 29/06/2024 12:20:44
INBOX,cho hỏi giá nữ vương new là bao nhiêu ạ,7337590016280583,16/01/2024 19:24:32 - 16/01/2024 19:24:32
INBOX,.. ..,7337659013028442,16/04/2024 19:49:07 - 22/04/2024 16:57:41
INBOX,xin giá. Ngày dùng mấy viên vậy ?. Khí hư ra nhìu và ngứa ạ,7337840969640649,12/04/2024 17:53:28 - 14/05/2024 09:12:25
COMMENT,Cho xin giá,7337910942960750,17/04/2024 06:52:40 - 17/04/2024 06:52:40
INBOX,alo ạ,7338089262985856,23/06/2024 11:20:35 - 23/06/2024 11:20:35
COMMENT,..,7338185236234824,12/04/2024 09:53:16 - 12/04/2024 09:53:16
INBOX,"Xin giá ạ. Hiện tại mình đag bị viêm lộ tuyến độ 2 ạ. Vẫn đag theo thuốc bs nhưg kb có dứt đc hẳn k! Chỉ có viên đặt và uống thôi. Mình bị lần đầu, ms phát hiện đc mấy hôm thôi ạ. Mình k nghe bs ns á. Có đau bụng dưới và khí hư rất nhiều ạ. Vâng. V viêm lộ tuyến uống thuốc thì có hết dứt điểm đc k? Hay là phải đốt ạ?. Vâng. B cứ giới thiệu cho mình đi ạ. Tại các quầy thuốc có bán sp này k ?. Vâng ạ. Cảm ơn b đã tv. Để mình tìm hiểu thêm nhé",7338687842873643,21/03/2024 12:49:37 - 21/03/2024 13:34:54
INBOX,ib,7338745156186246,05/02/2024 09:54:31 - 05/02/2024 09:54:31
COMMENT,.,7338817122839417,12/05/2024 23:18:47 - 12/05/2024 23:18:47
INBOX,Ib. 2,7338850779529610,08/04/2024 17:43:13 - 08/04/2024 17:43:40
INBOX,xin giá,7338926739561672,29/04/2024 17:18:00 - 29/04/2024 17:18:00
INBOX,ib,7338997629501939,10/04/2024 06:21:04 - 10/04/2024 06:21:04
INBOX,Gia nhiều. Thuốc uống hay thuốc đặc. 0794351535. Giá nhiêu. Em bị viêm lộ tuyến cổ tử cung,7339223022799453,19/03/2024 04:29:14 - 08/05/2024 18:35:34
COMMENT,Xin giá a,7339238122779786,27/04/2024 20:57:46 - 27/04/2024 20:57:46
COMMENT,.,7339260032822776,11/03/2024 20:21:04 - 11/03/2024 20:21:04
INBOX,xin giá,7339528566109321,06/03/2024 20:45:55 - 06/03/2024 20:45:55
INBOX,mình nên mua sản phẩm này ở đâu,7339738349452897,07/04/2024 20:24:56 - 07/04/2024 20:24:56
COMMENT,xin giá,7339993729402811,22/04/2024 23:22:24 - 22/04/2024 23:22:24
INBOX,bn  sop. Bn 1 sp. Tac dung của thuôc a. bn 1 hop sop. Uông bn liệu trình sop tác dung của thuoc ạ. xin giá ạ. Bn 1 hop a,7340038499397663,06/04/2024 12:23:54 - 28/05/2024 07:39:01
INBOX,Nữ vang niêu là thuốc uống phải không bác,7340059992764244,20/07/2024 18:10:03 - 20/07/2024 18:10:03
INBOX,toi mun mua sản phẩm. ship la bao nhiu. mua hộp thuốc k có miễn phí vận chuyển k ạ. sử dụng sau vay. hướng dẫn sử dụng di ạ. chua hiểu. 1 ngày 9vien. e ngua lam ram thoi hà,7340185892759224,19/04/2024 07:03:48 - 19/04/2024 09:38:08
INBOX,nan. Giá bao nhiêu ạ. 1 hộp mình uống dc bao lâu b. Mình bị viêm lộ tuyến cổ tử cung. Đặt thuốc mà tái đi tái lại nhiều lần,7340231559374253,05/02/2024 11:05:33 - 12/04/2024 11:08:41
INBOX,.,7340612442668512,18/02/2024 19:16:51 - 18/02/2024 19:16:51
INBOX,Cho e xin giá và tư vấn ạ. Dạ e bị ngứa. Dạ sản phẩm mình có bán ở nhà thuốc bến tre không ạ. Dạ em cảm ơn ạ,7340675512647091,05/05/2024 13:40:04 - 05/05/2024 15:27:03
INBOX,Một hộp bao nhiu,7340832115985806,04/08/2024 09:34:02 - 04/08/2024 09:34:02
INBOX,1,7341016426012387,31/03/2024 15:04:17 - 31/03/2024 15:04:17
COMMENT,Ib. Ib. Ib,7341087679321335,12/04/2024 07:10:36 - 17/04/2024 20:42:08
INBOX,Nữ vương New giá nhiêu vậy ạ,7341101715947187,19/02/2024 17:47:23 - 19/02/2024 17:47:23
INBOX,"xin giá. Bao nhiêu tiền. Em bị viêm nhẹ. Trắng đục. Cho em hai hộp. Nguyễn thị Quỳnh Nga 
Thôn Lê Xá cẩm phúc ,cẩm giàng ,hải dương 
0375582755",7341196169292184,17/05/2024 08:04:29 - 17/06/2024 09:55:33
INBOX,... ..,7341395512564732,11/04/2024 17:57:41 - 03/07/2024 15:26:59
INBOX,Bao nhiêu một chai vậy chi,7341416625879508,19/01/2024 17:39:47 - 19/01/2024 17:39:47
COMMENT,Gia,7341550162620509,31/05/2024 13:14:20 - 31/05/2024 13:14:20
INBOX,xin giá,7341722295935395,06/03/2024 20:00:54 - 06/03/2024 20:00:54
INBOX,bn 1 hộp ạ,7341733425922973,24/04/2024 21:13:53 - 24/04/2024 21:13:53
COMMENT,Ibi giá ạ. ibi giá ạ,7341850965928921,02/03/2024 14:44:08 - 02/03/2024 18:40:27
INBOX,Mình bị vlt. Chữa như nàoa,7341936552512881,17/01/2024 06:45:24 - 17/01/2024 06:45:33
INBOX,xin giá viên đặt. Viêm lộ tuyến,7342134509184077,04/03/2024 03:31:04 - 04/03/2024 11:54:14
INBOX,bi khí hư huyết trắng có dùng được ko ạ,7342609675827674,30/03/2024 17:27:25 - 30/03/2024 17:27:25
INBOX,bao nhiêu tiền môt hộp thuốc ấy vậy ạ. phải uống bao nhiêu thì bệnh sẽ đỡ ạ,7342811882454533,10/04/2024 12:58:43 - 10/04/2024 12:59:21
INBOX,nhiêu tiền vậy chỉ. nhiêu tiền vậy chỉ,7343129515816096,08/05/2024 16:10:18 - 08/05/2024 16:10:52
INBOX,e bị viêm lộ tuyến cổ tử cung ạ bs giúp em với ạ. e dùng thuốc tây ạ lần đầu bị viêm e 33t e đc 2 cháu rùi ạ ko có khí hư huyết trắng hay chảy máu gì ht ạ. dạ có uống với đặc ạ. vậy e phải làm sao bs. duyệt tuyến là sao ạ. e ko đốt và áp lạnh thì phải dùng nữ vương new đúng ko ạ. 1 liệu trình uống bao nhiêu hộp ạ. uống mỗi ngày 3v sáng 3 trưa 3 chiều 3 đúng ko ạ,7343176459125412,06/06/2024 19:53:33 - 07/06/2024 17:48:05
INBOX,chị cho em hỏi là thuốc nữ vương là thuốc tây hả chị. thuốc bán sao vậy shop. Dạ e bị viêm nhiễm phụ khoa khí hư màu vàng vốn cục như ba đâu. Thuốc uống khoảng bao lâu thì mới hết bệnh vậy. Chỉ ngua và khí hư màu vàng vốn cục ạ. Đặt thuốc vào thì hết khoảng 2 tuần thì nó bị lại. shop cho em hỏi em mang thai có uống được không ạ,7343289469099880,16/03/2024 21:40:20 - 10/05/2024 20:19:10
INBOX,cho xin giá thuốc,7343323749065365,20/01/2024 19:56:00 - 20/01/2024 19:56:00
INBOX,ib,7343560692433016,16/05/2024 05:49:30 - 16/05/2024 05:49:30
INBOX,hieu thuoc nao ban dong nay vay. ở phú thọ hieu thuoc nào vay,7343576732386490,17/04/2024 05:33:13 - 17/04/2024 21:32:54
INBOX,bao nhiêu một hộp ạ,7343615222413732,27/04/2024 21:25:09 - 27/04/2024 21:25:09
INBOX,Bị quyết trắng vùng đc ko,7343715829081298,13/04/2024 21:28:26 - 13/04/2024 21:28:26
INBOX,Giá nhieu hợp,7344008015654643,29/04/2024 09:56:55 - 29/04/2024 09:56:55
INBOX,cho chị xin giá được ko e,7344148519001667,14/08/2024 04:34:56 - 14/08/2024 04:34:56
COMMENT,Xin giá. Ngứa đau rát và hay đau bụng đau lưng. Rồi họ nói độ 2. Đặt và uống,7344249685626325,17/01/2024 20:46:19 - 18/01/2024 11:58:06
INBOX,bao nhiêu tiên môt hôp,7344277195680067,13/04/2024 20:29:22 - 13/04/2024 20:29:22
INBOX,Xin giá sp ạ. Mình bị viêm lộ tuyến cổ tử cung. nan. Bsi ko có nói cấp độ ạ. Dạ em mớ phát hiện ạ. Mình sử dụng nữ vương new bao lâu thì có hiẹu quả ạ,7344473622299207,07/01/2024 13:21:03 - 08/01/2024 20:15:13
INBOX,.. Vien uong gia Bn,7344516512301150,26/04/2024 20:39:10 - 24/06/2024 22:17:17
INBOX,ib sản phẩm,7344571858982394,12/07/2024 14:10:39 - 12/07/2024 14:10:39
INBOX,ja sao zay sop,7344609372243817,29/04/2024 15:32:41 - 29/04/2024 15:32:41
INBOX,.xin giá so,7344711835581968,06/05/2024 10:05:22 - 06/05/2024 10:05:22
INBOX,.. Vien uống bn ạ. Minh bị viêm lộ tuyến. Va có nhận xơ ah. Có uống dc Ko ah,7345770472144367,30/03/2024 15:35:25 - 30/03/2024 16:43:56
INBOX,"Giá a. Dạ em bị ra khí hư dạng giống sữa chua mà kinh nguyệt thì hok đều ạ. Đau bụng dưới có với cả that lưng nữa ạ. ,31t a. Dạ thỉnh thoảng hay bị ạ...từ lúc sinh bé đầu xong ạ. Kinh nguyệt ra nhiều ạ...mà ba bốn tháng có một lần ạ. Da",7345966562106375,22/04/2024 11:24:24 - 22/04/2024 16:05:38
INBOX,Tôi muốn mua sản phẩm. giá sản phẩm này bao nhiêu ạaaa. Tôi muốn mua sản phẩm này ạa. Sđt 0824377710. Tiền ship bao nhiêu ạaaa,7345999402195350,17/04/2024 19:33:23 - 17/04/2024 19:49:56
INBOX,cho xin giá. Stt 0868206064. T  ngô xá -xá long châu  h yên phong T Bắc Ninh. cho xin giá ạ,7346078225442048,22/04/2024 15:03:07 - 04/06/2024 20:58:23
INBOX,Mình muốn biết rõ hơn. Và có bán ở nhà thuốc nào. Hàng bán ở đâu ạ. mình hay bị viêm âm đạo  khí hư nhiều uống hết ko. viêm lộ tuyến nữa. Chưa giờ mình mới biết,7346468562140422,27/03/2024 12:53:13 - 23/04/2024 17:29:48
INBOX,giá,7347001268681489,26/04/2024 09:47:12 - 26/04/2024 09:47:12
COMMENT,.,7347211725324570,29/02/2024 21:46:39 - 29/02/2024 21:46:39
INBOX,Giá sau vậy bạn ơi,7347293118713561,11/05/2024 15:30:59 - 11/05/2024 15:30:59
INBOX,"..... .... Da em bị ngứa và khô rat khi quan hệ. Lúc trước e đặt thuốc nó đỡ mà khi đăt nó ra khí hư nó bị ngứa kinh khủng. Kinh e điều mà mấy ngày đầu kinh ra màu đen thui.sao vài ngày màu kinh mới bình thường lại ạ. Mới à.nó lợn cợn.có hôi. Em nghĩ do âm đao khô nên nó ngứa rồi em uống thuốc nội tiết tố.với đặt thuốc nó hết à. Nó mới bị lại tầm 1 tuần nay. Dạ đúng rồi. Dạ chưa. Chỉ uể oải thôi ạ
Đau lưng. Tầm 1 tuần. Dạ 40, em có 2 bé",7347982185267561,15/02/2024 14:17:27 - 23/02/2024 16:13:00
INBOX,xin giá,7348281308606784,21/07/2024 14:49:18 - 21/07/2024 14:49:18
INBOX,"Nữ vương , giá sao a. Mình bị viêm lộ tuyến. Huyết trắng , xanh",7348335358542516,21/02/2024 19:53:24 - 21/02/2024 20:05:47
INBOX,....,7348502928530453,30/04/2024 08:43:12 - 30/04/2024 08:43:12
COMMENT,Ib. E bị khí hư huyết trắng ra nhiều lúc gần có kinh và lúc hết kinh ạ. E hết rồi bị lại ạ. Sữa đông ạ. Dạ e đã đi điều trị rồi ạ nhưng gần tới ngày kinh là nó ra khí hư hết trắng nhiều và sau khi hết kinh nửa ạ. Vậy h e sử dụng thuốc bên mình như thế nào ạ,7348737745205380,02/04/2024 06:43:37 - 02/04/2024 10:04:06
INBOX,Kêt bn 0987220346,7350116741777081,01/06/2024 21:41:36 - 01/06/2024 21:41:36
INBOX,nan,7350405598409327,17/04/2024 06:27:50 - 17/04/2024 06:27:50
INBOX,Em bị viêm ngứa,7350582978360738,11/04/2024 18:32:59 - 11/04/2024 18:32:59
INBOX,.,7350754785045593,18/04/2024 21:08:12 - 18/04/2024 21:08:12
COMMENT,Xin giá bán. e xin giá bán,7350811075035337,18/04/2024 19:47:58 - 28/05/2024 07:04:50
INBOX,Tv,7350874771657987,15/04/2024 06:59:44 - 15/04/2024 06:59:44
INBOX,nan. viêm lộ tuyến cổ tử cung đo2 dung khoảng bao nhiêu lo là khỏi ạ,7351206908279447,20/03/2024 12:35:59 - 21/03/2024 08:09:17
INBOX,…,7351502964976185,10/05/2024 17:39:23 - 10/05/2024 17:39:23
COMMENT,xin giá,7351700691585137,04/04/2024 19:46:09 - 04/04/2024 19:46:09
INBOX,Xin giá,7351766524911454,07/04/2024 06:26:35 - 07/04/2024 06:26:35
INBOX,cho e hoi mot hop bao nhieu. cho e hoi mot hop bao nhieu vay a 0777323573. Cho e sinh hoi do tri huyết trang dung không gia bao nhieu. 0362587386. cho e hoi gia nhieu,7351943094919353,28/04/2024 13:52:55 - 12/05/2024 10:24:51
INBOX,hj,7352065691574533,13/04/2024 20:39:43 - 13/04/2024 20:39:43
INBOX,Xin giá. Xin giá. Chị   có  hiện  tượng  ngứa  và  khí  hư  ra  nhiều  khó  chịu. 30vien uống  ngày  1vien à. 5thang. K có  thuốc  đặt  à  em. Chưa. Sáu  hoi bao nhiêu  tiền,7352231494813588,26/02/2024 07:30:47 - 13/03/2024 19:36:16
INBOX,xin giá ak,7352246224904013,09/05/2024 13:10:39 - 09/05/2024 13:10:39
COMMENT,Xin giá,7352375624874839,13/06/2024 12:26:46 - 13/06/2024 12:26:46
INBOX,bao nhiều tiền một hộp. bao nhiều một hộp. bao nhiều tiền một hộp,7352395544816278,18/04/2024 13:12:45 - 30/04/2024 21:44:26
COMMENT,Xin gia s,7352551444856329,20/06/2024 20:28:46 - 20/06/2024 20:28:46
INBOX,xin giá. ib,7353068804747119,30/04/2024 19:32:21 - 03/07/2024 21:19:28
COMMENT,Ib. Ib. Dung sao a. Cho e lay. 078372653. Minh uong co bau ko a. Lo sao nay e co bau ko. E. 32 t sao nay e co bau kochi. Uong nữ vương dung ko a. Bi huyết trắng có mùi hôi nữa là. Dạ,7353467204779867,05/06/2024 19:08:18 - 08/08/2024 11:08:54
INBOX,.,7353652144715839,04/04/2024 20:55:13 - 04/04/2024 20:55:13
COMMENT,Xin gia,7353701087986988,14/04/2024 21:04:31 - 14/04/2024 21:04:31
INBOX,Nhiêu hủ vậy chị,7353768291374320,21/03/2024 21:15:18 - 21/03/2024 21:15:18
INBOX,giá bán bao nhiêu ạ,7353930068048898,18/06/2024 21:37:30 - 18/06/2024 21:37:30
COMMENT,Xin giá,7353956964672405,01/04/2024 19:32:23 - 01/04/2024 19:32:23
COMMENT,.,7354508067978922,13/05/2024 12:36:03 - 13/05/2024 12:36:03
INBOX,ib. ib. giá bn. ib,7354678644581536,28/04/2024 10:17:43 - 11/07/2024 11:47:00
INBOX,cho xin giá,7354925837904341,04/02/2024 13:27:42 - 04/02/2024 13:27:42
INBOX,bn ạ,7355150937850623,08/01/2024 09:49:03 - 08/01/2024 09:49:03
COMMENT,Xin giá ạ. Ra mà ngứa lắm ạ. bao nhiêu 1 hộp ạ. Bị ra máu trắng mà bị ngứa hôi. Dạ bị máu trắng mà nó ngứa lắm. Dạ bị lâu rồi ạ. Tái đi tái lại á. ib ạ. ib ạ. Ib ạ. Giá bao nhieu ạ,7355201327894177,30/03/2024 10:21:56 - 30/07/2024 20:46:17
COMMENT,Xin gia,7355422904505166,15/05/2024 05:34:30 - 15/05/2024 05:34:30
INBOX,Nữ vương new giá như nào ạ,7355586864506419,23/02/2024 20:55:56 - 23/02/2024 20:55:56
COMMENT,Xin giá,7356043887857422,28/04/2024 21:06:59 - 28/04/2024 21:06:59
COMMENT,Ib. Xin giá ạ. Bán cho mình 1hop viên uong và 1 chai dung dich rữa Gel. Dc kinh nước lên ấp xóm mới xã đất mới huyen 5 căn tĩnh cà mau .0915455277. nan. Ok. Khoang gui nha chj .. Đễ em hõi lai roi em đien chj nha. Cám ơn nhieu,7356209464502322,10/06/2024 15:56:02 - 10/06/2024 16:33:00
INBOX,giá bán bao nhiêu một hộp,7356250647775745,03/03/2024 19:05:52 - 03/03/2024 19:05:52
INBOX,.. tv giúp e ạ. e bị khí hư có mùi hôi. Xin giá ạ. E bị khí hư mà trắng đục sền sệt. Ngứa và mấy hôm nay e còn bị đau tức bụng dưới và tiểu buốt và rát nữa. Dạ cũng lâu rồi ạ. Tái đi tái lại nhiều lần rồi ạ. E có sử dụng viên đặt và bột xông rửa của Hoàng Sơn nhưg kg hiệu quả,7356443057814744,05/05/2024 21:19:50 - 28/05/2024 11:46:23
INBOX,Bạn cung cấp dịch vụ gì?,7356553264383135,16/03/2024 20:27:01 - 16/03/2024 20:27:01
COMMENT,"Tư vấn ạ. Em bị ngứa ngáy và ra khí hư huyết trắng ạ. Em đi khám bác sĩ bảo em bị viêm lộ tuyến cấp độ 1 ạ. E đã dùng nhiều loại thuốc mà vẫn không đỡ ý. Em bị được hơn năm rồi. Em bị khí hư nhiều loãng như nước ,bọt,có mùi hôi tanh ý. Còn ngứa ngáy nữa. Được 1 tháng rồi chị ạ. Vâng. Thế sản phẩm bên có điều trị dứt điểm bệnh của em k ạ. Vâng thế sản phẩm bên chị giá như nào thế ạ. Em lấy một hộp về dùng trước bên chị có bán không ạ. Thế chị cho em 1 hộp uống với cả lọ dung dịch vệ sinh nhé. Cty sản xuất kết cấu thép omega thôn chi long xã ngọc long huyện yên Mỹ tỉnh Hưng yên nhé. Sđt 0936696873. Vâng. Mà tầm mấy ngày em nhận được thế chị. Em còn để ý điện thoại. Vâng. Vâng ạ. Cách sử dụng như nào thế chị. Xin giá. Rồi ạ. Nhưng em muốn lấy thêm nữa ạ. Giờ e k tiện nghe máy ạ khi nào em nghe được em nhắn cho ạ. Cho em thêm 2 hộp nữa nhé. Vẫn địa chỉ cũ nhé. Vâng ạ. nan. Chị ơi. Cho em 2 hộp uống nữa nhé. Vẫn địa chỉ cũ nhé. Vâng",7356809867721487,30/05/2024 18:44:37 - 28/06/2024 12:01:25
INBOX,Giá bao nhiêu tiền ạ. Viên uống là 205k đúng không ạ. 200k được không ạ chị. Cho em hỏi cụ thể sử dụng đặc trị được thành phần chị ha. Ví dụ: viêm nấm ngứa được không chị. Em hiện tượng viêm lộ tuyến. Lần đầu chị. Mới bị đây ạ. Chị ơi em uống 1 hộp thử được không. 205k miễn phí ship không chị,7357555267688823,16/05/2024 20:38:30 - 17/05/2024 10:06:41
INBOX,ibb. Gui mâu. inn. onn,7357653234311959,14/04/2024 07:39:04 - 18/04/2024 06:58:12
INBOX,"bn một lộ trình ạ. E bị viêm lộ tuyến, huyết trắng ra nhiều,tái đi tái lại nhiều lần. E điều trị nhiều mà tai đi tái lại,vlt độ 3 đt đã khỏi rồi mà hay bị huyết trắng ra. Dạ",7357780737685056,30/06/2024 20:44:06 - 03/07/2024 20:50:45
COMMENT,c. dạ bị nấm âm đạo ạk. đã bị tái đi tái đi tái lại nhiều lần. huyết trắng nhiều. gần nhất 1 tháng trước. nan. đơn thuốc của bv phụ sản tw hà nội. bị nấm 2+ ạk. còn tất cả bình thường c. dạ vâng ạk. vậy giờ nấm có lại e nên điều trị lại thế nào ạk. dạ ko ạk. hiện tại e đang dùng men vi sinh kết hợp tinh chất kháng nấm. nhưng hiệu quả chưa thấy rõ. cho e hỏi e có phải uống kèm fluconazole ko. dạ trên đơn ko có thấy fluconazole c ạk. dạ mà nó ko hết nấm c ạk. dạ chỉ bị huyết trắng chứ ko ngứa ạk. trước giờ cungh vậy ko ngứa. giờ e đặt viên âm đạo gì ạk. kèm uống nữ vương new đúng ko ạk. nan. e đang uống 2 loại này. e ngưng luôn khi dùng nữ vương new. hay vẫn uống kết hợp ạk. dạ đợi e uống hết nốt thuốc đây xem tình hình bệnh ở mức nào rồi chốt theo liệu trình phù hopej ạk. dạ,7358012460994604,04/06/2024 15:55:20 - 06/06/2024 13:02:50
